car_directory,cars,total,cars_70,cars_90,brand,model,year,brand_and_model,span_years,gap,cars_brand_model,cars_brand_model_70
chevrolet_aveo_2012,82,202,82,80,chevrolet,aveo,2012,chevrolet_aveo,7,0,747,741
bmw_m3_2011,119,239,117,112,bmw,m3,2011,bmw_m3,18,1,1834,1777
peugeot_5008_2010,148,341,144,136,peugeot,5008,2010,peugeot_5008,9,0,1097,1085
daihatsu_sirion_2010,126,248,126,125,daihatsu,sirion,2010,daihatsu_sirion,6,0,674,664
skoda_fabia_2015,103,286,102,98,skoda,fabia,2015,skoda_fabia,18,0,1894,1874
dodge_nitro_2008,174,367,174,171,dodge,nitro,2008,dodge_nitro,4,0,470,465
volkswagen_touran_2004,165,344,163,158,volkswagen,touran,2004,volkswagen_touran,16,0,1878,1863
bmw_x4_2018,89,250,87,85,bmw,x4,2018,bmw_x4,5,0,577,571
bmw_520_2005,167,371,164,161,bmw,520,2005,bmw_520,18,0,2166,2122
ford_focus_2004,102,243,99,93,ford,focus,2004,ford_focus,18,0,2346,2309
land-rover_defender_2002,109,228,105,79,land-rover,defender,2002,land-rover_defender,17,0,1800,1702
volkswagen_passat_2007,140,360,135,133,volkswagen,passat,2007,volkswagen_passat,18,0,2009,1979
mercedes-benz_glc-63-amg_2018,97,289,94,88,mercedes-benz,glc-63-amg,2018,mercedes-benz_glc-63-amg,1,0,97,94
suzuki_sx4_2015,63,137,62,62,suzuki,sx4,2015,suzuki_sx4,10,0,1119,1114
audi_s8_2016,113,304,108,103,audi,s8,2016,audi_s8,11,5,604,590
hyundai_ioniq_2018,85,231,85,83,hyundai,ioniq,2018,hyundai_ioniq,3,0,260,259
opel_meriva_2003,105,214,102,102,opel,meriva,2003,opel_meriva,16,0,1912,1871
mazda_3_2006,98,212,94,88,mazda,3,2006,mazda_3,15,0,1690,1665
bmw_320_2015,68,216,66,65,bmw,320,2015,bmw_320,18,0,2405,2353
bentley_continental_2006,98,231,98,92,bentley,continental,2006,bentley_continental,15,0,1830,1783
isuzu_d-max_2016,119,257,115,111,isuzu,d-max,2016,isuzu_d-max,7,0,663,650
mercedes-benz_vito_2010,203,462,202,199,mercedes-benz,vito,2010,mercedes-benz_vito,18,0,1921,1886
peugeot_3008_2011,79,205,79,77,peugeot,3008,2011,peugeot_3008,10,0,1057,1034
jeep_wrangler_2001,80,181,75,63,jeep,wrangler,2001,jeep_wrangler,18,1,1824,1724
fiat_new-panda_2018,185,452,182,181,fiat,new-panda,2018,fiat_new-panda,6,0,782,773
fiat_ulysse_2004,157,345,152,147,fiat,ulysse,2004,fiat_ulysse,8,1,722,714
mercedes-benz_ml-250_2013,90,238,89,87,mercedes-benz,ml-250,2013,mercedes-benz_ml-250,4,0,421,416
smart_fortwo_2008,106,202,102,90,smart,fortwo,2008,smart_fortwo,18,0,2410,2349
mercedes-benz_s-420_2008,95,198,94,92,mercedes-benz,s-420,2008,mercedes-benz_s-420,1,0,95,94
bmw_235_2016,123,282,122,121,bmw,235,2016,bmw_235,4,0,337,334
mercedes-benz_e-250_2009,130,259,128,122,mercedes-benz,e-250,2009,mercedes-benz_e-250,10,0,1072,1055
peugeot_107_2014,87,222,85,83,peugeot,107,2014,peugeot_107,9,0,1289,1267
porsche_cayenne_2011,100,234,98,95,porsche,cayenne,2011,porsche_cayenne,16,0,1694,1674
subaru_trezia_2012,93,217,93,93,subaru,trezia,2012,subaru_trezia,2,0,165,165
mercedes-benz_180_2017,105,241,103,99,mercedes-benz,180,2017,mercedes-benz_180,8,0,734,727
land-rover_range-rover_2001,84,177,78,74,land-rover,range-rover,2001,land-rover_range-rover,18,0,1849,1800
seat_toledo_2002,191,357,186,178,seat,toledo,2002,seat_toledo,18,6,1280,1258
volkswagen_sharan_2015,80,225,79,78,volkswagen,sharan,2015,volkswagen_sharan,18,0,2091,2055
abarth_500c_2012,124,254,123,120,abarth,500c,2012,abarth_500c,6,0,694,687
audi_tt_2013,122,262,119,113,audi,tt,2013,audi_tt,18,0,2359,2315
abarth_500c_2011,161,343,159,146,abarth,500c,2011,abarth_500c,6,0,694,687
mitsubishi_l200_2011,99,226,97,93,mitsubishi,l200,2011,mitsubishi_l200,18,0,1943,1907
mercedes-benz_a-200_2013,107,262,107,102,mercedes-benz,a-200,2013,mercedes-benz_a-200,14,0,1597,1564
tesla_model-s_2016,94,262,93,89,tesla,model-s,2016,tesla_model-s,6,0,671,647
mercedes-benz_a-180_2005,91,207,91,90,mercedes-benz,a-180,2005,mercedes-benz_a-180,15,0,1746,1715
fiat_qubo_2011,174,376,173,170,fiat,qubo,2011,fiat_qubo,10,0,1339,1326
bmw_z4_2009,117,201,115,110,bmw,z4,2009,bmw_z4,15,1,1987,1939
volkswagen_jetta_2006,224,460,222,221,volkswagen,jetta,2006,volkswagen_jetta,12,0,1466,1448
infiniti_fx_2012,75,209,75,73,infiniti,fx,2012,infiniti_fx,4,0,461,454
mercedes-benz_b-170_2010,12,25,12,12,mercedes-benz,b-170,2010,mercedes-benz_b-170,6,0,657,652
volkswagen_golf-variant_2011,159,413,159,155,volkswagen,golf-variant,2011,volkswagen_golf-variant,18,0,2379,2348
land-rover_discovery_2007,95,228,93,88,land-rover,discovery,2007,land-rover_discovery,18,0,1966,1922
citroen_jumper_2011,92,226,86,82,citroen,jumper,2011,citroen_jumper,15,0,1789,1737
mercedes-benz_cls-320_2010,58,122,58,57,mercedes-benz,cls-320,2010,mercedes-benz_cls-320,5,0,595,580
mini_one_2002,179,357,178,171,mini,one,2002,mini_one,18,0,2234,2205
bmw_540_2017,120,287,116,114,bmw,540,2017,bmw_540,2,0,193,188
volkswagen_golf-gti_2007,155,305,154,143,volkswagen,golf-gti,2007,volkswagen_golf-gti,18,0,2393,2336
renault_espace_2010,120,326,120,118,renault,espace,2010,renault_espace,18,0,2067,2042
opel_gt_2008,129,217,122,117,opel,gt,2008,opel_gt,3,0,365,352
mercedes-benz_ml-320_2007,111,257,109,104,mercedes-benz,ml-320,2007,mercedes-benz_ml-320,10,2,798,793
mercedes-benz_e-250_2013,100,250,97,88,mercedes-benz,e-250,2013,mercedes-benz_e-250,10,0,1072,1055
bmw_340_2016,89,223,87,86,bmw,340,2016,bmw_340,3,0,231,226
mercedes-benz_s-500_2017,104,294,101,101,mercedes-benz,s-500,2017,mercedes-benz_s-500,18,0,1870,1824
renault_espace_2002,80,178,79,77,renault,espace,2002,renault_espace,18,0,2067,2042
alfa-romeo_giulietta_2017,79,200,79,77,alfa-romeo,giulietta,2017,alfa-romeo_giulietta,9,0,1087,1065
renault_clio_2010,169,402,164,158,renault,clio,2010,renault_clio,18,0,2174,2142
renault_grand-espace_2013,115,289,113,111,renault,grand-espace,2013,renault_grand-espace,12,0,1201,1183
porsche_panamera_2014,112,289,106,105,porsche,panamera,2014,porsche_panamera,10,0,1116,1084
audi_s4_2013,110,255,109,106,audi,s4,2013,audi_s4,15,1,1430,1398
volkswagen_new-beetle_2009,196,395,188,177,volkswagen,new-beetle,2009,volkswagen_new-beetle,13,1,1820,1770
aston-martin_db9_2005,122,234,121,118,aston-martin,db9,2005,aston-martin_db9,3,0,369,362
bmw_118_2010,167,325,167,160,bmw,118,2010,bmw_118,15,0,1928,1900
bmw_318_2001,109,200,107,103,bmw,318,2001,bmw_318,18,0,2245,2216
mercedes-benz_b-200_2006,101,250,101,94,mercedes-benz,b-200,2006,mercedes-benz_b-200,14,0,1457,1426
nissan_tiida_2009,62,128,61,60,nissan,tiida,2009,nissan_tiida,1,0,62,61
dacia_duster_2018,109,278,108,98,dacia,duster,2018,dacia_duster,9,0,1396,1383
skoda_yeti_2012,109,261,109,109,skoda,yeti,2012,skoda_yeti,10,0,853,847
volkswagen_golf_2013,172,388,170,163,volkswagen,golf,2013,volkswagen_golf,18,0,2748,2694
mini_cooper-s_2015,76,200,73,69,mini,cooper-s,2015,mini_cooper-s,17,0,1931,1891
jaguar_f-type_2015,121,253,115,106,jaguar,f-type,2015,jaguar_f-type,6,0,755,740
mini_cooper-cabrio_2014,117,233,113,108,mini,cooper-cabrio,2014,mini_cooper-cabrio,14,0,1839,1803
citroen_xsara_2002,136,275,135,133,citroen,xsara,2002,citroen_xsara,5,0,665,659
nissan_primastar_2006,62,144,61,60,nissan,primastar,2006,nissan_primastar,9,4,409,403
porsche_997_2006,100,232,99,93,porsche,997,2006,porsche_997,9,0,991,970
porsche_boxster_2005,116,231,113,108,porsche,boxster,2005,porsche_boxster,18,0,2389,2329
bmw_520_2017,77,209,75,74,bmw,520,2017,bmw_520,18,0,2166,2122
bmw_330_2006,105,217,103,97,bmw,330,2006,bmw_330,18,0,2567,2518
fiat_500_2009,175,390,173,169,fiat,500,2009,fiat_500,12,0,1525,1507
honda_jazz_2005,107,222,107,103,honda,jazz,2005,honda_jazz,16,0,1771,1744
mercedes-benz_b-180_2009,105,264,102,97,mercedes-benz,b-180,2009,mercedes-benz_b-180,14,0,1822,1795
isuzu_d-max_2013,95,193,95,90,isuzu,d-max,2013,isuzu_d-max,7,0,663,650
volkswagen_scirocco_2011,178,342,174,169,volkswagen,scirocco,2011,volkswagen_scirocco,11,0,1481,1458
mercedes-benz_e-500_2014,108,254,104,98,mercedes-benz,e-500,2014,mercedes-benz_e-500,13,6,716,704
hyundai_matrix_2007,106,237,105,103,hyundai,matrix,2007,hyundai_matrix,8,0,902,899
honda_accord_2011,91,226,91,88,honda,accord,2011,honda_accord,14,1,1360,1345
volkswagen_t6-caravelle_2018,76,282,76,76,volkswagen,t6-caravelle,2018,volkswagen_t6-caravelle,4,0,313,309
mini_cooper-d-cabrio_2011,105,186,103,97,mini,cooper-d-cabrio,2011,mini_cooper-d-cabrio,8,0,816,809
hyundai_santa-fe_2003,86,209,86,85,hyundai,santa-fe,2003,hyundai_santa-fe,17,0,1728,1716
chevrolet_nubira_2009,104,204,104,103,chevrolet,nubira,2009,chevrolet_nubira,4,0,421,414
opel_ampera_2013,70,236,68,65,opel,ampera,2013,opel_ampera,3,0,184,182
jeep_compass_2011,190,419,189,184,jeep,compass,2011,jeep_compass,12,2,1217,1205
volkswagen_crafter_2013,69,230,65,63,volkswagen,crafter,2013,volkswagen_crafter,12,0,1267,1214
mitsubishi_colt_2004,124,232,123,121,mitsubishi,colt,2004,mitsubishi_colt,10,0,1083,1074
ford_fusion_2006,167,382,167,165,ford,fusion,2006,ford_fusion,10,0,1188,1182
mitsubishi_outlander_2013,70,213,69,66,mitsubishi,outlander,2013,mitsubishi_outlander,15,0,1426,1409
fiat_500c_2012,127,234,121,114,fiat,500c,2012,fiat_500c,10,0,1268,1238
audi_a3_2009,108,225,105,103,audi,a3,2009,audi_a3,18,1,1578,1548
skoda_fabia_2016,78,239,77,76,skoda,fabia,2016,skoda_fabia,18,0,1894,1874
chevrolet_aveo_2013,173,366,172,171,chevrolet,aveo,2013,chevrolet_aveo,7,0,747,741
opel_signum_2006,111,223,111,111,opel,signum,2006,opel_signum,6,0,774,764
dodge_journey_2008,79,183,79,76,dodge,journey,2008,dodge_journey,4,0,292,290
jaguar_s-type_2004,94,211,92,88,jaguar,s-type,2004,jaguar_s-type,8,0,997,969
dodge_ram_2014,122,227,121,111,dodge,ram,2014,dodge_ram,16,0,2077,2025
volkswagen_amarok_2018,80,266,76,75,volkswagen,amarok,2018,volkswagen_amarok,8,0,727,715
ford_f-150_2017,125,226,123,112,ford,f-150,2017,ford_f-150,8,2,683,668
ford_transit_2004,104,222,104,94,ford,transit,2004,ford_transit,18,0,2133,2033
hyundai_santa-fe_2018,96,242,95,93,hyundai,santa-fe,2018,hyundai_santa-fe,17,0,1728,1716
volkswagen_touran_2007,189,410,187,185,volkswagen,touran,2007,volkswagen_touran,16,0,1878,1863
opel_antara_2014,101,264,100,97,opel,antara,2014,opel_antara,11,0,1229,1215
citroen_jumpy_2008,170,371,169,168,citroen,jumpy,2008,citroen_jumpy,13,0,1547,1522
jeep_patriot_2011,119,282,118,116,jeep,patriot,2011,jeep_patriot,4,0,414,408
bmw_116_2015,127,260,126,125,bmw,116,2015,bmw_116,15,0,1967,1924
audi_r8_2009,138,270,134,132,audi,r8,2009,audi_r8,12,0,1448,1404
alfa-romeo_stelvio_2017,86,212,85,80,alfa-romeo,stelvio,2017,alfa-romeo_stelvio,2,0,192,190
land-rover_range-rover-evoque_2013,103,276,99,97,land-rover,range-rover-evoque,2013,land-rover_range-rover-evoque,8,0,870,851
peugeot_308_2014,137,265,136,135,peugeot,308,2014,peugeot_308,12,0,1414,1396
bmw_x5_2006,95,215,95,93,bmw,x5,2006,bmw_x5,18,0,2031,2014
kia_picanto_2018,99,261,98,96,kia,picanto,2018,kia_picanto,15,0,1817,1799
bmw_320_2018,157,370,154,146,bmw,320,2018,bmw_320,18,0,2405,2353
smart_fortwo_2001,162,306,159,150,smart,fortwo,2001,smart_fortwo,18,0,2410,2349
ford_transit-custom_2016,103,261,97,92,ford,transit-custom,2016,ford_transit-custom,6,0,624,606
smart_forfour_2015,87,205,84,81,smart,forfour,2015,smart_forfour,15,6,951,933
volkswagen_tiguan_2013,86,221,83,83,volkswagen,tiguan,2013,volkswagen_tiguan,11,0,1037,1022
subaru_forester_2014,95,260,94,92,subaru,forester,2014,subaru_forester,16,0,1566,1549
mercedes-benz_c-250_2016,91,216,91,90,mercedes-benz,c-250,2016,mercedes-benz_c-250,10,0,1126,1112
renault_twingo_2003,178,354,175,170,renault,twingo,2003,renault_twingo,18,0,2417,2378
mitsubishi_pajero_2014,83,233,82,78,mitsubishi,pajero,2014,mitsubishi_pajero,18,0,1995,1932
volkswagen_t5-california_2013,106,234,103,96,volkswagen,t5-california,2013,volkswagen_t5-california,9,2,586,573
lancia_voyager_2013,81,212,79,75,lancia,voyager,2013,lancia_voyager,4,0,350,344
mercedes-benz_a-170_2010,9,15,8,8,mercedes-benz,a-170,2010,mercedes-benz_a-170,10,0,983,971
kia_rio_2016,112,294,112,110,kia,rio,2016,kia_rio,17,0,1962,1936
mercedes-benz_b-170_2006,126,253,125,123,mercedes-benz,b-170,2006,mercedes-benz_b-170,6,0,657,652
ford_galaxy_2018,94,264,92,91,ford,galaxy,2018,ford_galaxy,18,0,2008,1987
opel_adam_2015,94,210,93,93,opel,adam,2015,opel_adam,6,0,675,663
seat_cordoba_2007,78,164,77,76,seat,cordoba,2007,seat_cordoba,8,0,779,764
bmw_x3_2017,92,259,90,84,bmw,x3,2017,bmw_x3,15,0,1596,1574
smart_forfour_2017,81,251,79,73,smart,forfour,2017,smart_forfour,15,6,951,933
mercedes-benz_c-280_2008,108,239,107,104,mercedes-benz,c-280,2008,mercedes-benz_c-280,3,0,307,304
volkswagen_others_2018,98,232,96,95,volkswagen,others,2018,volkswagen_others,18,1,1845,1802
kia_soul_2010,90,213,90,83,kia,soul,2010,kia_soul,10,0,952,944
bmw_528_2013,103,277,103,101,bmw,528,2013,bmw_528,7,0,652,643
alfa-romeo_mito_2018,90,226,89,83,alfa-romeo,mito,2018,alfa-romeo_mito,11,0,1309,1291
renault_twizy_2014,79,186,62,46,renault,twizy,2014,renault_twizy,7,3,443,380
chrysler_voyager_2006,161,379,159,154,chrysler,voyager,2006,chrysler_voyager,8,0,848,838
renault_scenic_2011,138,387,136,131,renault,scenic,2011,renault_scenic,18,0,2192,2163
mercedes-benz_gle-63-amg_2017,91,263,84,80,mercedes-benz,gle-63-amg,2017,mercedes-benz_gle-63-amg,3,0,269,260
audi_s6_2014,77,250,77,75,audi,s6,2014,audi_s6,18,9,780,762
ds-automobiles_ds-4_2014,113,246,113,113,ds-automobiles,ds-4,2014,ds-automobiles_ds-4,7,0,676,667
daewoo_tacuma_2003,99,215,96,92,daewoo,tacuma,2003,daewoo_tacuma,3,0,253,248
bmw_550_2017,109,276,106,104,bmw,550,2017,bmw_550,8,0,839,823
alfa-romeo_156_2001,146,320,144,140,alfa-romeo,156,2001,alfa-romeo_156,7,0,895,882
opel_corsa_2014,115,268,114,113,opel,corsa,2014,opel_corsa,18,0,2789,2761
mercedes-benz_ml-270_2004,121,290,119,118,mercedes-benz,ml-270,2004,mercedes-benz_ml-270,5,0,700,694
mazda_mx-5_2009,140,237,137,129,mazda,mx-5,2009,mazda_mx-5,18,0,2864,2800
lancia_ypsilon_2015,178,397,174,170,lancia,ypsilon,2015,lancia_ypsilon,16,0,2206,2169
renault_twingo_2011,142,371,139,134,renault,twingo,2011,renault_twingo,18,0,2417,2378
mercedes-benz_e-500_2011,82,190,81,81,mercedes-benz,e-500,2011,mercedes-benz_e-500,13,6,716,704
saab_9-5_2005,98,228,97,96,saab,9-5,2005,saab_9-5,11,2,981,970
opel_insignia_2018,95,235,94,92,opel,insignia,2018,opel_insignia,10,0,1086,1073
audi_s3_2010,113,222,109,102,audi,s3,2010,audi_s3,18,4,1654,1616
fiat_bravo_2009,145,322,144,139,fiat,bravo,2009,fiat_bravo,15,5,1068,1045
audi_a8_2003,102,239,102,99,audi,a8,2003,audi_a8,18,1,1796,1769
mercedes-benz_e-220_2016,84,272,82,79,mercedes-benz,e-220,2016,mercedes-benz_e-220,18,0,2475,2434
lancia_musa_2006,163,379,163,163,lancia,musa,2006,lancia_musa,9,0,1156,1138
seat_alhambra_2016,81,259,80,80,seat,alhambra,2016,seat_alhambra,18,0,1790,1782
dodge_ram_2015,112,317,110,105,dodge,ram,2015,dodge_ram,16,0,2077,2025
citroen_grand-c4-picasso_2010,153,353,152,149,citroen,grand-c4-picasso,2010,citroen_grand-c4-picasso,12,0,1340,1329
porsche_911_2003,123,228,120,112,porsche,911,2003,porsche_911,18,0,2167,2106
daihatsu_sirion_2005,103,219,102,97,daihatsu,sirion,2005,daihatsu_sirion,6,0,674,664
mini_cooper-s_2010,84,200,82,80,mini,cooper-s,2010,mini_cooper-s,17,0,1931,1891
renault_laguna_2009,81,203,81,80,renault,laguna,2009,renault_laguna,16,0,2076,2052
nissan_leaf_2015,85,213,85,81,nissan,leaf,2015,nissan_leaf,6,0,584,570
suzuki_sx4_2011,100,220,98,93,suzuki,sx4,2011,suzuki_sx4,10,0,1119,1114
volkswagen_jetta_2016,146,420,143,138,volkswagen,jetta,2016,volkswagen_jetta,12,0,1466,1448
audi_tt-rs_2011,111,249,109,106,audi,tt-rs,2011,audi_tt-rs,9,2,766,741
mercedes-benz_s-320_2001,104,229,100,98,mercedes-benz,s-320,2001,mercedes-benz_s-320,9,0,1052,1038
mini_cooper-d-clubman_2011,76,207,72,64,mini,cooper-d-clubman,2011,mini_cooper-d-clubman,11,0,1109,1084
mercedes-benz_c-400_2018,87,240,80,76,mercedes-benz,c-400,2018,mercedes-benz_c-400,4,0,379,365
caravans-wohnm_ford_2018,128,223,125,105,caravans-wohnm,ford,2018,caravans-wohnm_ford,1,0,128,125
suzuki_jimny_2007,148,320,141,132,suzuki,jimny,2007,suzuki_jimny,18,0,2602,2499
opel_antara_2015,98,254,97,97,opel,antara,2015,opel_antara,11,0,1229,1215
audi_a6-allroad_2005,158,319,156,149,audi,a6-allroad,2005,audi_a6-allroad,18,0,1822,1786
mini_cooper_2003,152,356,152,145,mini,cooper,2003,mini_cooper,18,0,2601,2552
bmw_m4_2015,104,247,103,99,bmw,m4,2015,bmw_m4,5,0,680,670
nissan_nv300_2018,77,221,75,69,nissan,nv300,2018,nissan_nv300,2,0,179,173
audi_rs-q3_2014,124,271,123,121,audi,rs-q3,2014,audi_rs-q3,3,0,307,305
peugeot_boxer_2007,140,296,137,136,peugeot,boxer,2007,peugeot_boxer,15,0,1723,1670
nissan_almera_2001,104,208,104,103,nissan,almera,2001,nissan_almera,7,0,842,836
audi_rs-q3_2016,92,283,91,89,audi,rs-q3,2016,audi_rs-q3,3,0,307,305
abarth_500_2008,132,264,131,128,abarth,500,2008,abarth_500,11,0,1384,1362
mini_cooper-s-countryman_2010,106,244,100,98,mini,cooper-s-countryman,2010,mini_cooper-s-countryman,9,0,993,972
mercedes-benz_sl-500_2002,122,233,120,116,mercedes-benz,sl-500,2002,mercedes-benz_sl-500,13,6,872,847
volkswagen_coccinelle_2018,39,113,38,37,volkswagen,coccinelle,2018,volkswagen_coccinelle,5,1,286,281
bmw_520_2014,58,208,55,53,bmw,520,2014,bmw_520,18,0,2166,2122
audi_s4_2009,110,229,107,103,audi,s4,2009,audi_s4,15,1,1430,1398
suzuki_swift_2007,115,261,114,111,suzuki,swift,2007,suzuki_swift,18,3,1626,1600
mini_cooper-s-cabrio_2017,107,214,102,100,mini,cooper-s-cabrio,2017,mini_cooper-s-cabrio,14,0,1719,1674
citroen_c5_2007,180,433,176,171,citroen,c5,2007,citroen_c5,18,0,2278,2247
bmw_750_2013,101,241,99,97,bmw,750,2013,bmw_750,10,0,914,898
mercedes-benz_cla-180_2017,93,259,91,88,mercedes-benz,cla-180,2017,mercedes-benz_cla-180,6,0,601,581
mercedes-benz_ml-270_2003,162,349,159,154,mercedes-benz,ml-270,2003,mercedes-benz_ml-270,5,0,700,694
mercedes-benz_cla-220_2018,84,235,83,82,mercedes-benz,cla-220,2018,mercedes-benz_cla-220,6,0,528,519
kia_pro_ceed_2008,113,233,113,112,kia,proceed,2008,kia_proceed,10,0,1061,1055
subaru_forester_2017,90,252,89,87,subaru,forester,2017,subaru_forester,16,0,1566,1549
ford_b-max_2014,89,225,89,87,ford,b-max,2014,ford_b-max,7,0,670,659
mercedes-benz_a-180_2014,111,247,107,101,mercedes-benz,a-180,2014,mercedes-benz_a-180,15,0,1746,1715
ford_fiesta_2005,178,397,170,166,ford,fiesta,2005,ford_fiesta,18,0,2469,2417
peugeot_508_2017,85,265,85,84,peugeot,508,2017,peugeot_508,8,0,891,884
land-rover_range-rover-sport_2008,83,210,82,81,land-rover,range-rover-sport,2008,land-rover_range-rover-sport,14,0,1567,1546
mercedes-benz_gl-350_2015,102,279,101,95,mercedes-benz,gl-350,2015,mercedes-benz_gl-350,6,0,659,654
volkswagen_t5-multivan_2004,92,213,91,90,volkswagen,t5-multivan,2004,volkswagen_t5-multivan,13,0,1230,1215
audi_a3_2005,110,255,109,107,audi,a3,2005,audi_a3,18,1,1578,1548
suzuki_alto_2013,116,270,116,114,suzuki,alto,2013,suzuki_alto,14,2,1277,1266
opel_agila_2006,106,217,104,101,opel,agila,2006,opel_agila,15,0,1680,1665
mini_cooper-sd-clubman_2018,182,463,178,168,mini,cooper-sd-clubman,2018,mini_cooper-sd-clubman,3,0,388,381
hyundai_santa-fe_2007,120,256,120,117,hyundai,santa-fe,2007,hyundai_santa-fe,17,0,1728,1716
fiat_punto_2018,107,280,100,100,fiat,punto,2018,fiat_punto,18,0,2405,2367
chevrolet_tacuma_2006,83,198,81,79,chevrolet,tacuma,2006,chevrolet_tacuma,2,0,195,193
bmw_i8_2017,99,243,93,81,bmw,i8,2017,bmw_i8,5,0,521,507
mercedes-benz_s-350_2008,69,152,67,66,mercedes-benz,s-350,2008,mercedes-benz_s-350,14,0,1350,1318
nissan_gt-r_2018,125,277,123,119,nissan,gt-r,2018,nissan_gt-r,9,3,737,725
mercedes-benz_e-250_2010,111,248,110,107,mercedes-benz,e-250,2010,mercedes-benz_e-250,10,0,1072,1055
mini_cooper-s-cabrio_2010,175,360,170,156,mini,cooper-s-cabrio,2010,mini_cooper-s-cabrio,14,0,1719,1674
suzuki_alto_2014,88,210,87,86,suzuki,alto,2014,suzuki_alto,14,2,1277,1266
opel_corsa_2013,96,214,94,92,opel,corsa,2013,opel_corsa,18,0,2789,2761
mitsubishi_asx_2012,82,224,81,80,mitsubishi,asx,2012,mitsubishi_asx,9,0,947,933
jeep_patriot_2009,91,228,89,86,jeep,patriot,2009,jeep_patriot,4,0,414,408
mercedes-benz_e-350_2009,118,249,116,110,mercedes-benz,e-350,2009,mercedes-benz_e-350,13,2,1361,1327
peugeot_108_2016,95,249,91,87,peugeot,108,2016,peugeot_108,5,0,567,550
bmw_330_2008,202,346,200,192,bmw,330,2008,bmw_330,18,0,2567,2518
ford_b-max_2013,89,222,88,87,ford,b-max,2013,ford_b-max,7,0,670,659
mazda_3_2015,190,407,188,184,mazda,3,2015,mazda_3,15,0,1690,1665
skoda_fabia_2012,106,254,105,105,skoda,fabia,2012,skoda_fabia,18,0,1894,1874
chrysler_crossfire_2006,162,300,161,150,chrysler,crossfire,2006,chrysler_crossfire,4,0,582,574
bmw_116_2011,179,400,173,171,bmw,116,2011,bmw_116,15,0,1967,1924
bmw_316_2011,141,320,138,128,bmw,316,2011,bmw_316,18,2,1780,1744
suzuki_ignis_2005,106,243,106,104,suzuki,ignis,2005,suzuki_ignis,18,8,1052,1045
chrysler_voyager_2008,94,224,94,91,chrysler,voyager,2008,chrysler_voyager,8,0,848,838
chevrolet_captiva_2006,95,222,93,92,chevrolet,captiva,2006,chevrolet_captiva,9,0,1016,1004
infiniti_qx70_2016,100,244,100,98,infiniti,qx70,2016,infiniti_qx70,4,0,338,334
bmw_x5_2004,149,388,146,141,bmw,x5,2004,bmw_x5,18,0,2031,2014
jeep_compass_2015,70,139,70,68,jeep,compass,2015,jeep_compass,12,2,1217,1205
nissan_note_2014,108,296,108,108,nissan,note,2014,nissan_note,13,0,1270,1262
seat_altea-xl_2009,93,215,91,91,seat,altea-xl,2009,seat_altea-xl,10,0,1025,1013
mercedes-benz_s-500_2014,133,264,129,123,mercedes-benz,s-500,2014,mercedes-benz_s-500,18,0,1870,1824
volkswagen_passat_2005,101,202,100,97,volkswagen,passat,2005,volkswagen_passat,18,0,2009,1979
ford_galaxy_2002,97,196,95,91,ford,galaxy,2002,ford_galaxy,18,0,2008,1987
kia_rio_2009,101,200,100,94,kia,rio,2009,kia_rio,17,0,1962,1936
hyundai_i40_2015,142,388,142,140,hyundai,i40,2015,hyundai_i40,8,0,1007,1003
peugeot_partner_2012,133,347,132,128,peugeot,partner,2012,peugeot_partner,18,0,2256,2225
dacia_lodgy_2014,85,207,84,80,dacia,lodgy,2014,dacia_lodgy,7,0,773,767
audi_q5_2008,88,218,88,86,audi,q5,2008,audi_q5,11,0,1127,1110
nissan_micra_2008,91,208,90,85,nissan,micra,2008,nissan_micra,18,0,2167,2149
smart_fortwo_2017,125,292,120,113,smart,fortwo,2017,smart_fortwo,18,0,2410,2349
renault_grand-modus_2012,96,231,96,95,renault,grand-modus,2012,renault_grand-modus,6,0,594,591
renault_koleos_2010,97,239,97,95,renault,koleos,2010,renault_koleos,11,1,869,861
mg_mgf_2002,76,128,73,70,mg,mgf,2002,mg_mgf,2,0,249,241
lancia_delta_2013,92,236,89,88,lancia,delta,2013,lancia_delta,8,0,797,775
audi_rs6_2003,101,247,99,96,audi,rs6,2003,audi_rs6,16,5,1120,1097
kia_soul_2013,116,243,115,107,kia,soul,2013,kia_soul,10,0,952,944
mercedes-benz_glk-220_2009,88,224,87,84,mercedes-benz,glk-220,2009,mercedes-benz_glk-220,8,0,891,879
chrysler_pt-cruiser_2006,186,367,183,173,chrysler,pt-cruiser,2006,chrysler_pt-cruiser,8,0,1118,1097
volkswagen_cc_2013,86,246,85,81,volkswagen,cc,2013,volkswagen_cc,6,0,601,590
mercedes-benz_viano_2006,91,222,91,87,mercedes-benz,viano,2006,mercedes-benz_viano,12,0,1275,1257
mercedes-benz_amg-gt_2015,136,267,134,130,mercedes-benz,amg-gt,2015,mercedes-benz_amg-gt,4,0,544,518
mercedes-benz_cla-180_2018,118,268,115,103,mercedes-benz,cla-180,2018,mercedes-benz_cla-180,6,0,601,581
mercedes-benz_slk-230_2003,47,97,47,44,mercedes-benz,slk-230,2003,mercedes-benz_slk-230,3,0,346,339
lancia_y_2002,131,270,129,123,lancia,y,2002,lancia_y,4,0,408,399
porsche_panamera_2009,105,254,105,102,porsche,panamera,2009,porsche_panamera,10,0,1116,1084
hyundai_santa-fe_2010,99,211,98,97,hyundai,santa-fe,2010,hyundai_santa-fe,17,0,1728,1716
