car_directory,cars,total,cars_70,cars_90,brand,model,year,brand_and_model,span_years,gap,cars_brand_model,cars_brand_model_70
skoda_octavia_2001,98,210,96,92,skoda,octavia,2001,skoda_octavia,18,0,2297,2274
hyundai_santa-fe_2011,85,210,85,84,hyundai,santa-fe,2011,hyundai_santa-fe,17,0,1728,1716
skoda_citigo_2017,99,261,96,92,skoda,citigo,2017,skoda_citigo,7,0,679,663
seat_alhambra_2017,128,369,127,124,seat,alhambra,2017,seat_alhambra,18,0,1790,1782
fiat_barchetta_2002,97,164,91,89,fiat,barchetta,2002,fiat_barchetta,2,0,228,221
audi_s6_2007,104,242,103,102,audi,s6,2007,audi_s6,18,9,780,762
jeep_grand-cherokee_2015,103,256,96,89,jeep,grand-cherokee,2015,jeep_grand-cherokee,18,0,1980,1949
chevrolet_nubira_2007,105,243,104,101,chevrolet,nubira,2007,chevrolet_nubira,4,0,421,414
bmw_650_2007,121,225,121,112,bmw,650,2007,bmw_650,10,2,888,868
ssangyong_actyon_2008,83,177,83,79,ssangyong,actyon,2008,ssangyong_actyon,3,0,220,220
lancia_ypsilon_2004,147,298,142,139,lancia,ypsilon,2004,lancia_ypsilon,16,0,2206,2169
mercedes-benz_ml-63-amg_2007,111,236,111,108,mercedes-benz,ml-63-amg,2007,mercedes-benz_ml-63-amg,8,5,309,307
honda_fr-v_2006,139,297,137,135,honda,fr-v,2006,honda_fr-v,3,0,367,362
renault_clio_2006,118,234,117,115,renault,clio,2006,renault_clio,18,0,2174,2142
skoda_yeti_2010,95,236,94,92,skoda,yeti,2010,skoda_yeti,10,0,853,847
ferrari_458_2014,117,247,114,102,ferrari,458,2014,ferrari_458,7,0,866,837
mercedes-benz_c-220_2010,155,371,149,144,mercedes-benz,c-220,2010,mercedes-benz_c-220,18,0,2673,2631
hyundai_i40_2014,143,388,143,141,hyundai,i40,2014,hyundai_i40,8,0,1007,1003
mercedes-benz_e-55-amg_2004,97,223,96,96,mercedes-benz,e-55-amg,2004,mercedes-benz_e-55-amg,1,0,97,96
volkswagen_touran_2011,66,195,66,66,volkswagen,touran,2011,volkswagen_touran,16,0,1878,1863
renault_kangoo_2017,99,251,99,96,renault,kangoo,2017,renault_kangoo,18,0,1931,1900
mercedes-benz_gle-500_2016,77,244,73,71,mercedes-benz,gle-500,2016,mercedes-benz_gle-500,3,0,235,226
mini_cooper-sd_2016,90,261,90,85,mini,cooper-sd,2016,mini_cooper-sd,8,0,873,853
bmw_m6_2017,90,237,89,86,bmw,m6,2017,bmw_m6,12,5,776,748
mitsubishi_space-star_2005,108,242,107,106,mitsubishi,space-star,2005,mitsubishi_space-star,18,7,1383,1372
hyundai_santa-fe_2002,101,236,101,98,hyundai,santa-fe,2002,hyundai_santa-fe,17,0,1728,1716
mitsubishi_l200_2007,146,335,143,136,mitsubishi,l200,2007,mitsubishi_l200,18,0,1943,1907
citroen_c3_2003,169,330,167,162,citroen,c3,2003,citroen_c3,17,0,2272,2249
kia_cee'd-sportswagon_2012,108,236,105,103,kia,cee'd-sportswagon,2012,kia_cee'd-sportswagon,11,0,1181,1165
nissan_nv200_2014,115,261,114,109,nissan,nv200,2014,nissan_nv200,8,0,950,943
peugeot_407_2008,133,285,128,125,peugeot,407,2008,peugeot_407,8,0,1090,1079
mercedes-benz_sprinter_2013,99,273,94,85,mercedes-benz,sprinter,2013,mercedes-benz_sprinter,18,0,1863,1766
mitsubishi_outlander_2004,106,243,106,106,mitsubishi,outlander,2004,mitsubishi_outlander,15,0,1426,1409
renault_grand-scenic_2015,84,228,84,83,renault,grand-scenic,2015,renault_grand-scenic,15,0,1710,1701
mazda_323_2003,129,255,128,121,mazda,323,2003,mazda_323,3,0,370,368
volkswagen_polo-gti_2013,91,218,87,79,volkswagen,polo-gti,2013,volkswagen_polo-gti,8,1,648,627
opel_astra_2009,216,451,215,211,opel,astra,2009,opel_astra,18,0,2631,2590
chrysler_crossfire_2007,121,218,118,113,chrysler,crossfire,2007,chrysler_crossfire,4,0,582,574
kia_optima_2017,96,252,94,92,kia,optima,2017,kia_optima,6,0,552,547
citroen_ds3_2018,123,336,123,117,citroen,ds3,2018,citroen_ds3,9,0,1128,1099
nissan_patrol_2002,95,167,93,87,nissan,patrol,2002,nissan_patrol,2,0,208,202
suzuki_ignis_2008,94,205,94,93,suzuki,ignis,2008,suzuki_ignis,18,8,1052,1045
mercedes-benz_a-160_2011,97,242,94,91,mercedes-benz,a-160,2011,mercedes-benz_a-160,18,0,2193,2165
audi_a7_2017,108,303,104,101,audi,a7,2017,audi_a7,9,0,907,883
mercedes-benz_a-190_2001,139,310,138,135,mercedes-benz,a-190,2001,mercedes-benz_a-190,3,0,287,285
citroen_spacetourer_2017,101,261,101,97,citroen,spacetourer,2017,citroen_spacetourer,2,0,199,194
volkswagen_touareg_2011,104,249,104,103,volkswagen,touareg,2011,volkswagen_touareg,16,0,1574,1553
renault_trafic_2006,80,203,75,71,renault,trafic,2006,renault_trafic,16,0,1878,1845
chrysler_300c_2010,30,66,30,29,chrysler,300c,2010,chrysler_300c,6,0,817,799
land-rover_discovery_2005,193,399,190,183,land-rover,discovery,2005,land-rover_discovery,18,0,1966,1922
kia_cee'd_2011,97,202,96,91,kia,cee'd,2011,kia_cee'd,12,0,1391,1375
renault_laguna_2004,126,302,124,121,renault,laguna,2004,renault_laguna,16,0,2076,2052
saab_9-5_2003,114,263,114,112,saab,9-5,2003,saab_9-5,11,2,981,970
toyota_corolla_2010,34,86,34,33,toyota,corolla,2010,toyota_corolla,10,0,1201,1191
lexus_rc-300h_2018,95,232,93,91,lexus,rc-300h,2018,lexus_rc-300h,1,0,95,93
mercedes-benz_c-450_2017,38,98,37,33,mercedes-benz,c-450,2017,mercedes-benz_c-450,2,0,168,161
volkswagen_t6-california_2017,75,244,70,64,volkswagen,t6-california,2017,volkswagen_t6-california,3,0,243,237
volkswagen_t5-kombi_2010,104,238,101,97,volkswagen,t5-kombi,2010,volkswagen_t5-kombi,12,0,1043,1032
mercedes-benz_sl-350_2004,121,243,121,117,mercedes-benz,sl-350,2004,mercedes-benz_sl-350,12,1,1487,1465
mercedes-benz_c-220_2015,117,270,116,113,mercedes-benz,c-220,2015,mercedes-benz_c-220,18,0,2673,2631
volkswagen_transporter_2015,86,224,86,86,volkswagen,transporter,2015,volkswagen_transporter,18,0,1842,1810
ford_transit-courier_2017,117,244,116,115,ford,transit-courier,2017,ford_transit-courier,4,0,430,427
hyundai_i20_2016,71,215,70,70,hyundai,i20,2016,hyundai_i20,10,0,1060,1052
seat_leon_2007,114,214,111,104,seat,leon,2007,seat_leon,18,0,2467,2426
audi_a1_2012,86,225,85,84,audi,a1,2012,audi_a1,9,0,1012,1003
mini_one-d_2005,63,125,62,58,mini,one-d,2005,mini_one-d,15,2,1459,1430
mercedes-benz_gla-200_2016,105,241,100,95,mercedes-benz,gla-200,2016,mercedes-benz_gla-200,5,0,478,467
renault_kangoo_2015,102,254,97,94,renault,kangoo,2015,renault_kangoo,18,0,1931,1900
kia_picanto_2012,99,267,98,97,kia,picanto,2012,kia_picanto,15,0,1817,1799
ferrari_575_2004,93,224,92,85,ferrari,575,2004,ferrari_575,2,0,208,206
daewoo_tacuma_2002,55,134,54,53,daewoo,tacuma,2002,daewoo_tacuma,3,0,253,248
ds-automobiles_ds-3_2014,101,235,98,92,ds-automobiles,ds-3,2014,ds-automobiles_ds-3,9,0,1091,1067
opel_movano_2011,174,410,171,163,opel,movano,2011,opel_movano,15,2,1386,1327
mini_cooper_2010,208,445,201,189,mini,cooper,2010,mini_cooper,18,0,2601,2552
opel_adam_2018,102,271,101,98,opel,adam,2018,opel_adam,6,0,675,663
mercedes-benz_g-500_2016,121,268,120,105,mercedes-benz,g-500,2016,mercedes-benz_g-500,3,0,353,342
volkswagen_others_2006,105,200,102,94,volkswagen,others,2006,volkswagen_others,18,1,1845,1802
renault_grand-espace_2011,144,387,141,139,renault,grand-espace,2011,renault_grand-espace,12,0,1201,1183
mercedes-benz_e-280_2005,160,341,159,158,mercedes-benz,e-280,2005,mercedes-benz_e-280,6,0,742,734
smart_brabus_2008,91,176,88,81,smart,brabus,2008,smart_brabus,11,2,926,905
audi_a4-allroad_2012,89,206,89,89,audi,a4-allroad,2012,audi_a4-allroad,10,0,915,898
mini_cooper-sd-clubman_2016,100,267,97,93,mini,cooper-sd-clubman,2016,mini_cooper-sd-clubman,3,0,388,381
mercedes-benz_200_2013,104,213,103,101,mercedes-benz,200,2013,mercedes-benz_200,18,2,1862,1852
abarth_punto-evo_2012,72,142,71,66,abarth,punto-evo,2012,abarth_punto-evo,2,0,180,174
toyota_prius_2011,107,266,105,104,toyota,prius,2011,toyota_prius,13,0,1405,1381
fiat_punto_2008,157,356,156,154,fiat,punto,2008,fiat_punto,18,0,2405,2367
seat_mii_2013,87,237,85,84,seat,mii,2013,seat_mii,7,0,621,605
renault_espace_2011,147,380,145,141,renault,espace,2011,renault_espace,18,0,2067,2042
mercedes-benz_a-180_2009,94,220,94,92,mercedes-benz,a-180,2009,mercedes-benz_a-180,15,0,1746,1715
fiat_idea_2012,63,151,63,63,fiat,idea,2012,fiat_idea,9,0,1098,1089
citroen_c8_2011,86,194,85,83,citroen,c8,2011,citroen_c8,11,0,1198,1179
mercedes-benz_cls-250_2012,97,224,96,93,mercedes-benz,cls-250,2012,mercedes-benz_cls-250,7,0,709,694
land-rover_discovery_2011,95,248,93,88,land-rover,discovery,2011,land-rover_discovery,18,0,1966,1922
porsche_996_2004,102,238,95,91,porsche,996,2004,porsche_996,6,0,609,589
peugeot_308_2011,117,282,115,112,peugeot,308,2011,peugeot_308,12,0,1414,1396
fiat_panda_2003,139,310,134,123,fiat,panda,2003,fiat_panda,18,0,2587,2561
bmw_525_2010,105,240,104,104,bmw,525,2010,bmw_525,18,0,1912,1883
fiat_500_2011,189,379,187,180,fiat,500,2011,fiat_500,12,0,1525,1507
volkswagen_golf-variant_2009,188,421,188,182,volkswagen,golf-variant,2009,volkswagen_golf-variant,18,0,2379,2348
kia_picanto_2011,108,249,106,105,kia,picanto,2011,kia_picanto,15,0,1817,1799
volkswagen_passat-variant_2006,97,221,96,94,volkswagen,passat-variant,2006,volkswagen_passat-variant,18,0,1952,1929
volkswagen_t5-kombi_2015,94,239,91,89,volkswagen,t5-kombi,2015,volkswagen_t5-kombi,12,0,1043,1032
lancia_phedra_2005,73,180,73,71,lancia,phedra,2005,lancia_phedra,7,0,512,505
volkswagen_amarok_2014,101,265,100,94,volkswagen,amarok,2014,volkswagen_amarok,8,0,727,715
volkswagen_caddy_2006,96,229,91,85,volkswagen,caddy,2006,volkswagen_caddy,18,0,1744,1711
audi_s5_2014,105,233,104,102,audi,s5,2014,audi_s5,12,0,1420,1381
hyundai_tucson_2008,94,207,94,93,hyundai,tucson,2008,hyundai_tucson,15,3,1237,1224
peugeot_107_2013,91,202,90,85,peugeot,107,2013,peugeot_107,9,0,1289,1267
mitsubishi_outlander_2009,103,237,100,96,mitsubishi,outlander,2009,mitsubishi_outlander,15,0,1426,1409
mini_cooper-clubman_2012,96,227,92,88,mini,cooper-clubman,2012,mini_cooper-clubman,11,2,976,951
seat_mii_2016,99,239,98,97,seat,mii,2016,seat_mii,7,0,621,605
peugeot_107_2012,180,438,177,172,peugeot,107,2012,peugeot_107,9,0,1289,1267
bmw_530_2015,80,244,80,79,bmw,530,2015,bmw_530,18,0,1958,1919
renault_twingo_2018,80,208,78,73,renault,twingo,2018,renault_twingo,18,0,2417,2378
mercedes-benz_cla-200_2014,84,207,83,78,mercedes-benz,cla-200,2014,mercedes-benz_cla-200,6,0,524,515
seat_ibiza_2008,107,249,103,101,seat,ibiza,2008,seat_ibiza,18,0,2393,2356
chevrolet_cruze_2014,101,225,100,95,chevrolet,cruze,2014,chevrolet_cruze,6,0,802,793
audi_r8_2007,120,242,119,114,audi,r8,2007,audi_r8,12,0,1448,1404
honda_cr-v_2011,82,228,81,78,honda,cr-v,2011,honda_cr-v,18,1,1716,1692
bmw_320_2010,128,258,126,118,bmw,320,2010,bmw_320,18,0,2405,2353
bmw_318_2004,147,260,147,146,bmw,318,2004,bmw_318,18,0,2245,2216
mitsubishi_asx_2015,91,274,90,87,mitsubishi,asx,2015,mitsubishi_asx,9,0,947,933
suzuki_alto_2006,33,75,33,32,suzuki,alto,2006,suzuki_alto,14,2,1277,1266
mini_cooper-countryman_2018,100,251,98,91,mini,cooper-countryman,2018,mini_cooper-countryman,9,0,941,923
jeep_wrangler_2007,127,249,121,105,jeep,wrangler,2007,jeep_wrangler,18,1,1824,1724
hyundai_atos_2001,134,279,134,131,hyundai,atos,2001,hyundai_atos,8,0,916,908
alfa-romeo_giulietta_2014,158,411,154,146,alfa-romeo,giulietta,2014,alfa-romeo_giulietta,9,0,1087,1065
bmw_750_2018,79,267,77,73,bmw,750,2018,bmw_750,10,0,914,898
mazda_premacy_2003,133,249,133,133,mazda,premacy,2003,mazda_premacy,5,0,601,597
alfa-romeo_156_2007,25,52,25,22,alfa-romeo,156,2007,alfa-romeo_156,7,0,895,882
audi_a4-allroad_2018,96,261,95,93,audi,a4-allroad,2018,audi_a4-allroad,10,0,915,898
honda_fr-v_2007,131,277,128,120,honda,fr-v,2007,honda_fr-v,3,0,367,362
audi_sq5_2017,92,268,89,87,audi,sq5,2017,audi_sq5,6,0,571,561
volkswagen_golf-cabriolet_2016,94,229,92,91,volkswagen,golf-cabriolet,2016,volkswagen_golf-cabriolet,16,8,915,904
hyundai_coupe_2006,75,161,75,73,hyundai,coupe,2006,hyundai_coupe,6,0,546,540
volkswagen_polo-cross_2014,56,192,55,53,volkswagen,polo-cross,2014,volkswagen_polo-cross,11,1,927,917
mazda_demio_2001,132,261,131,125,mazda,demio,2001,mazda_demio,2,0,256,254
peugeot_406_2003,140,333,137,131,peugeot,406,2003,peugeot_406,4,0,511,499
mercedes-benz_v-250_2016,70,240,69,63,mercedes-benz,v-250,2016,mercedes-benz_v-250,5,0,412,404
mercedes-benz_b-200_2015,120,266,117,112,mercedes-benz,b-200,2015,mercedes-benz_b-200,14,0,1457,1426
peugeot_407_2010,146,349,145,143,peugeot,407,2010,peugeot_407,8,0,1090,1079
mini_one-d-clubman_2017,207,428,207,204,mini,one-d-clubman,2017,mini_one-d-clubman,3,0,402,401
land-rover_freelander_2004,133,296,128,119,land-rover,freelander,2004,land-rover_freelander,15,0,1693,1647
chrysler_pt-cruiser_2005,204,379,200,193,chrysler,pt-cruiser,2005,chrysler_pt-cruiser,8,0,1118,1097
bmw_530_2012,95,253,93,91,bmw,530,2012,bmw_530,18,0,1958,1919
peugeot_406_2001,123,274,119,116,peugeot,406,2001,peugeot_406,4,0,511,499
skoda_karoq_2017,79,265,78,77,skoda,karoq,2017,skoda_karoq,2,0,161,160
mercedes-benz_c-180_2011,102,254,98,94,mercedes-benz,c-180,2011,mercedes-benz_c-180,18,0,2154,2127
mercedes-benz_e-280_2009,166,336,165,161,mercedes-benz,e-280,2009,mercedes-benz_e-280,6,0,742,734
fiat_punto_2006,98,226,96,91,fiat,punto,2006,fiat_punto,18,0,2405,2367
mercedes-benz_a-180_2007,162,362,157,154,mercedes-benz,a-180,2007,mercedes-benz_a-180,15,0,1746,1715
nissan_qashqai_2011,88,222,88,86,nissan,qashqai,2011,nissan_qashqai,12,0,1292,1272
suzuki_jimny_2008,168,370,163,154,suzuki,jimny,2008,suzuki_jimny,18,0,2602,2499
mercedes-benz_c-220_2014,191,436,188,182,mercedes-benz,c-220,2014,mercedes-benz_c-220,18,0,2673,2631
ford_transit_2010,164,370,160,151,ford,transit,2010,ford_transit,18,0,2133,2033
bmw_650_2011,98,205,96,91,bmw,650,2011,bmw_650,10,2,888,868
bmw_218_2016,95,221,93,93,bmw,218,2016,bmw_218,5,0,515,505
bmw_430_2014,104,246,103,101,bmw,430,2014,bmw_430,5,0,480,470
ferrari_458_2010,135,262,129,124,ferrari,458,2010,ferrari_458,7,0,866,837
fiat_croma_2008,94,218,91,89,fiat,croma,2008,fiat_croma,7,0,705,692
renault_twingo_2001,190,363,188,186,renault,twingo,2001,renault_twingo,18,0,2417,2378
ferrari_f430_2010,51,87,49,45,ferrari,f430,2010,ferrari_f430,6,0,700,673
tesla_model-s_2015,116,260,109,105,tesla,model-s,2015,tesla_model-s,6,0,671,647
bmw_328_2016,74,161,73,71,bmw,328,2016,bmw_328,16,10,489,478
bmw_535_2006,86,200,83,81,bmw,535,2006,bmw_535,13,0,1356,1333
opel_crossland-x_2017,92,261,91,89,opel,crossland-x,2017,opel_crossland-x,2,0,172,170
mercedes-benz_slk-280_2007,91,155,90,88,mercedes-benz,slk-280,2007,mercedes-benz_slk-280,2,0,221,219
bmw_325_2004,115,223,112,102,bmw,325,2004,bmw_325,16,0,1962,1904
nissan_pulsar_2014,89,245,88,85,nissan,pulsar,2014,nissan_pulsar,5,0,560,554
ford_focus-cc_2008,201,373,197,193,ford,focus-cc,2008,ford_focus-cc,4,0,550,540
jaguar_x-type_2007,97,216,97,95,jaguar,x-type,2007,jaguar_x-type,9,0,1027,1014
bmw_520_2010,90,198,87,85,bmw,520,2010,bmw_520,18,0,2166,2122
mercedes-benz_glc-350_2017,76,249,73,66,mercedes-benz,glc-350,2017,mercedes-benz_glc-350,2,0,211,208
volkswagen_passat-cc_2011,93,225,92,89,volkswagen,passat-cc,2011,volkswagen_passat-cc,8,0,798,786
mercedes-benz_ml-350_2015,95,260,95,95,mercedes-benz,ml-350,2015,mercedes-benz_ml-350,11,1,900,894
nissan_pulsar_2016,108,248,107,107,nissan,pulsar,2016,nissan_pulsar,5,0,560,554
audi_a6_2015,82,234,78,74,audi,a6,2015,audi_a6,18,0,1590,1565
bmw_z4_2008,219,422,213,209,bmw,z4,2008,bmw_z4,15,1,1987,1939
volkswagen_lt_2005,77,175,73,67,volkswagen,lt,2005,volkswagen_lt,4,0,290,276
iveco_daily_2008,100,244,90,74,iveco,daily,2008,iveco_daily,18,0,1886,1725
volkswagen_golf-variant_2017,152,457,149,143,volkswagen,golf-variant,2017,volkswagen_golf-variant,18,0,2379,2348
peugeot_406_2004,89,193,88,86,peugeot,406,2004,peugeot_406,4,0,511,499
hyundai_i10_2010,209,450,207,202,hyundai,i10,2010,hyundai_i10,11,0,1379,1370
fiat_500l_2018,121,258,116,112,fiat,500l,2018,fiat_500l,7,0,990,982
audi_a3_2001,88,176,85,83,audi,a3,2001,audi_a3,18,1,1578,1548
volkswagen_maggiolino_2018,105,210,104,103,volkswagen,maggiolino,2018,volkswagen_maggiolino,7,0,977,960
suzuki_alto_2005,114,232,113,112,suzuki,alto,2005,suzuki_alto,14,2,1277,1266
renault_vel-satis_2003,68,146,65,62,renault,vel-satis,2003,renault_vel-satis,3,1,139,135
hyundai_ix20_2016,95,240,95,95,hyundai,ix20,2016,hyundai_ix20,8,0,765,762
fiat_freemont_2012,170,384,166,165,fiat,freemont,2012,fiat_freemont,6,0,728,716
bmw_525_2015,88,277,87,85,bmw,525,2015,bmw_525,18,0,1912,1883
mercedes-benz_x-250_2017,75,218,74,72,mercedes-benz,x-250,2017,mercedes-benz_x-250,2,0,212,208
fiat_stilo_2008,72,145,72,70,fiat,stilo,2008,fiat_stilo,7,0,1039,1028
suzuki_vitara_2015,98,276,97,95,suzuki,vitara,2015,suzuki_vitara,4,0,406,403
mercedes-benz_a-250_2015,106,250,104,97,mercedes-benz,a-250,2015,mercedes-benz_a-250,6,0,676,656
hyundai_santa-fe_2005,175,375,173,167,hyundai,santa-fe,2005,hyundai_santa-fe,17,0,1728,1716
honda_cr-v_2006,105,240,103,100,honda,cr-v,2006,honda_cr-v,18,1,1716,1692
fiat_scudo_2006,87,180,87,82,fiat,scudo,2006,fiat_scudo,16,1,1688,1667
bmw_225_2015,95,240,95,93,bmw,225,2015,bmw_225,4,0,404,400
hyundai_i20_2011,98,248,97,97,hyundai,i20,2011,hyundai_i20,10,0,1060,1052
seat_altea_2006,107,227,107,104,seat,altea,2006,seat_altea,12,0,1289,1272
peugeot_407_2004,145,314,145,144,peugeot,407,2004,peugeot_407,8,0,1090,1079
alfa-romeo_mito_2015,93,251,90,89,alfa-romeo,mito,2015,alfa-romeo_mito,11,0,1309,1291
renault_clio_2004,118,269,115,113,renault,clio,2004,renault_clio,18,0,2174,2142
mercedes-benz_e-200_2017,106,288,104,103,mercedes-benz,e-200,2017,mercedes-benz_e-200,18,0,2097,2062
bmw_335_2013,93,226,90,88,bmw,335,2013,bmw_335,13,0,1583,1557
kia_stonic_2017,89,235,89,87,kia,stonic,2017,kia_stonic,2,0,179,179
mazda_cx-5_2016,97,258,96,84,mazda,cx-5,2016,mazda_cx-5,7,0,690,673
aston-martin_v8_2008,119,250,111,106,aston-martin,v8,2008,aston-martin_v8,12,8,459,443
mercedes-benz_220_2016,90,254,90,88,mercedes-benz,220,2016,mercedes-benz_220,6,0,805,801
honda_jazz_2009,100,265,98,95,honda,jazz,2009,honda_jazz,16,0,1771,1744
mercedes-benz_r-320_2009,91,224,88,82,mercedes-benz,r-320,2009,mercedes-benz_r-320,4,0,533,524
ford_mondeo_2009,155,375,154,152,ford,mondeo,2009,ford_mondeo,18,0,2086,2064
mercedes-benz_e-320_2001,172,384,171,166,mercedes-benz,e-320,2001,mercedes-benz_e-320,9,0,1095,1079
ford_tourneo-connect_2017,79,212,77,73,ford,tourneo-connect,2017,ford_tourneo-connect,11,2,840,828
fiat_scudo_2010,161,390,158,157,fiat,scudo,2010,fiat_scudo,16,1,1688,1667
bmw_525_2016,87,232,87,85,bmw,525,2016,bmw_525,18,0,1912,1883
mercedes-benz_a-170_2003,153,354,153,145,mercedes-benz,a-170,2003,mercedes-benz_a-170,10,0,983,971
bmw_120_2004,165,323,164,157,bmw,120,2004,bmw_120,15,0,2194,2159
kia_soul_2012,100,236,100,99,kia,soul,2012,kia_soul,10,0,952,944
mini_one-countryman_2014,88,235,88,83,mini,one-countryman,2014,mini_one-countryman,8,1,661,649
bmw_330_2016,80,211,77,77,bmw,330,2016,bmw_330,18,0,2567,2518
bmw_x2_2017,62,150,62,59,bmw,x2,2017,bmw_x2,2,0,192,191
fiat_punto_2004,119,254,117,113,fiat,punto,2004,fiat_punto,18,0,2405,2367
opel_zafira_2014,93,224,91,88,opel,zafira,2014,opel_zafira,18,0,2137,2116
mercedes-benz_c-300_2017,99,243,95,89,mercedes-benz,c-300,2017,mercedes-benz_c-300,8,1,614,603
citroen_c4-picasso_2018,83,224,83,77,citroen,c4-picasso,2018,citroen_c4-picasso,12,0,1412,1394
land-rover_range-rover-velar_2018,114,217,111,84,land-rover,range-rover-velar,2018,land-rover_range-rover-velar,2,0,253,249
mercedes-benz_gle-63-amg_2018,99,268,98,95,mercedes-benz,gle-63-amg,2018,mercedes-benz_gle-63-amg,3,0,269,260
skoda_superb_2009,94,247,94,91,skoda,superb,2009,skoda_superb,16,0,1675,1654
mazda_rx-8_2006,170,315,168,160,mazda,rx-8,2006,mazda_rx-8,4,0,569,559
volkswagen_golf-gti_2001,112,204,112,105,volkswagen,golf-gti,2001,volkswagen_golf-gti,18,0,2393,2336
renault_scenic_2018,116,278,114,113,renault,scenic,2018,renault_scenic,18,0,2192,2163
mercedes-benz_vito_2013,85,209,83,82,mercedes-benz,vito,2013,mercedes-benz_vito,18,0,1921,1886
ford_fusion_2007,104,229,103,100,ford,fusion,2007,ford_fusion,10,0,1188,1182
skoda_superb_2004,172,376,168,163,skoda,superb,2004,skoda_superb,16,0,1675,1654
audi_tt_2017,109,273,106,105,audi,tt,2017,audi_tt,18,0,2359,2315
volkswagen_t5-california_2014,102,268,101,96,volkswagen,t5-california,2014,volkswagen_t5-california,9,2,586,573
mazda_5_2005,130,257,130,126,mazda,5,2005,mazda_5,11,0,1118,1110
jaguar_s-type_2001,167,382,163,159,jaguar,s-type,2001,jaguar_s-type,8,0,997,969
dacia_dokker_2018,65,219,64,62,dacia,dokker,2018,dacia_dokker,6,0,585,577
mini_cooper-clubman_2013,108,251,105,100,mini,cooper-clubman,2013,mini_cooper-clubman,11,2,976,951
fiat_tipo_2017,126,250,125,122,fiat,tipo,2017,fiat_tipo,3,0,420,416
citroen_c4-picasso_2014,148,427,145,142,citroen,c4-picasso,2014,citroen_c4-picasso,12,0,1412,1394
volkswagen_t5-kombi_2016,29,60,29,29,volkswagen,t5-kombi,2016,volkswagen_t5-kombi,12,0,1043,1032
bmw_520_2006,175,375,174,167,bmw,520,2006,bmw_520,18,0,2166,2122
renault_captur_2018,103,261,100,97,renault,captur,2018,renault_captur,6,0,682,669
peugeot_206_2004,129,253,125,124,peugeot,206,2004,peugeot_206,13,0,1916,1891
mazda_5_2009,99,231,98,96,mazda,5,2009,mazda_5,11,0,1118,1110
bmw_525_2011,186,368,182,173,bmw,525,2011,bmw_525,18,0,1912,1883
citroen_c5_2006,167,382,166,162,citroen,c5,2006,citroen_c5,18,0,2278,2247
ferrari_360_2001,124,248,123,117,ferrari,360,2001,ferrari_360,5,0,590,574
ford_focus-c-max_2003,94,173,94,93,ford,focus-c-max,2003,ford_focus-c-max,6,0,687,682
alfa-romeo_giulietta_2011,183,380,179,169,alfa-romeo,giulietta,2011,alfa-romeo_giulietta,9,0,1087,1065
renault_twingo_2002,133,296,132,129,renault,twingo,2002,renault_twingo,18,0,2417,2378
toyota_celica_2001,173,338,171,166,toyota,celica,2001,toyota_celica,3,0,320,311
bmw_m3_2013,94,188,89,86,bmw,m3,2013,bmw_m3,18,1,1834,1777
ford_focus_2003,196,398,192,184,ford,focus,2003,ford_focus,18,0,2346,2309
mercedes-benz_slk-250_2011,121,204,119,117,mercedes-benz,slk-250,2011,mercedes-benz_slk-250,6,0,606,599
opel_insignia_2014,90,245,88,85,opel,insignia,2014,opel_insignia,10,0,1086,1073
nissan_murano_2014,72,203,72,68,nissan,murano,2014,nissan_murano,10,0,931,921
mercedes-benz_cla-180_2016,77,203,74,72,mercedes-benz,cla-180,2016,mercedes-benz_cla-180,6,0,601,581
nissan_leaf_2014,135,253,128,124,nissan,leaf,2014,nissan_leaf,6,0,584,570
bmw_325_2005,129,253,127,122,bmw,325,2005,bmw_325,16,0,1962,1904
mercedes-benz_slk-200_2011,138,263,133,127,mercedes-benz,slk-200,2011,mercedes-benz_slk-200,15,0,2178,2119
mercedes-benz_b-180_2013,160,414,159,156,mercedes-benz,b-180,2013,mercedes-benz_b-180,14,0,1822,1795
volkswagen_passat-alltrack_2016,91,258,89,84,volkswagen,passat-alltrack,2016,volkswagen_passat-alltrack,7,0,648,634
dacia_sandero_2011,76,202,75,73,dacia,sandero,2011,dacia_sandero,11,0,1366,1355
mini_cooper-clubman_2016,99,222,97,90,mini,cooper-clubman,2016,mini_cooper-clubman,11,2,976,951
volkswagen_fox_2005,197,362,194,190,volkswagen,fox,2005,volkswagen_fox,8,0,1018,1005
fiat_sedici_2013,108,255,106,104,fiat,sedici,2013,fiat_sedici,9,0,1178,1169
citroen_c3_2008,164,335,164,163,citroen,c3,2008,citroen_c3,17,0,2272,2249
citroen_grand-c4-picasso_2011,129,369,128,124,citroen,grand-c4-picasso,2011,citroen_grand-c4-picasso,12,0,1340,1329
renault_fluence_2011,81,209,81,80,renault,fluence,2011,renault_fluence,3,0,235,233
mazda_5_2015,93,232,92,91,mazda,5,2015,mazda_5,11,0,1118,1110
mercedes-benz_a-160_2014,146,342,145,135,mercedes-benz,a-160,2014,mercedes-benz_a-160,18,0,2193,2165
mercedes-benz_gle-43-amg_2018,97,268,94,87,mercedes-benz,gle-43-amg,2018,mercedes-benz_gle-43-amg,2,0,190,183
volkswagen_fox_2011,99,208,97,95,volkswagen,fox,2011,volkswagen_fox,8,0,1018,1005
ford_transit-connect_2004,172,313,169,164,ford,transit-connect,2004,ford_transit-connect,15,0,1922,1887
